province,fire
Trà Vinh,0
Phú Thọ,40
Cà Mau,0
Thanh Hoá,0
Ninh Thuận,0
Hồ Chí Minh,0
Quảng Nam,0
Bình Định,0
Bắc Giang,26
Đồng Nai,0
Bắc Kạn,30
Nghệ An,1
Bình Thuận,0
Tiền Giang,0
Đắk Nông,0
Quảng Trị,0
Long An,1
Điện Biên,0
Lai Châu,0
Quảng Ngãi,0
Hà Tĩnh,0
Thái Nguyên,15
Đồng Tháp,0
Sóc Trăng,0
Lâm Đồng,0
Khánh Hòa,0
Kiên Giang,0
Thừa Thiên Huế,0
Quảng Ninh,7
Bến Tre,0
Gia Lai,0
Vĩnh Phúc,3
Lào Cai,0
Hưng Yên,0
Bà Rịa-Vũng Tàu,0
Phú Yên,0
Cao Bằng,29
Hải Phòng,1
Tuyên Quang,3
Đắk Lắk,0
Hải Dương,0
Kon Tum,0
Bạc Liêu,0
Đà Nẵng,0
Hòa Bình,15
Hà Giang,1
Thái Bình,0
Lạng Sơn,10
Sơn La,1
Cần Thơ,0
Vĩnh Long,0
Ninh Bình,1
Quảng Bình,3
Hậu Giang,0
Hà Nội,1
Bắc Ninh,0
Bình Phước,0
Hà Nam,0
Tây Ninh,0
Bình Dương,0
Nam Định,0
Yên Bái,2
An Giang,0
