province,fire
Trà Vinh,0
Phú Thọ,1
Cà Mau,0
Thanh Hoá,9
Ninh Thuận,0
Hồ Chí Minh,3
Quảng Nam,24
Bình Định,11
Bắc Giang,4
Đồng Nai,6
Bắc Kạn,1
Nghệ An,33
Bình Thuận,5
Tiền Giang,6
Đắk Nông,0
Quảng Trị,1
Long An,7
Điện Biên,0
Lai Châu,0
Quảng Ngãi,22
Hà Tĩnh,1
Thái Nguyên,5
Đồng Tháp,5
Sóc Trăng,2
Lâm Đồng,1
Khánh Hòa,5
Kiên Giang,0
Thừa Thiên Huế,2
Quảng Ninh,1
Bến Tre,0
Gia Lai,4
Vĩnh Phúc,2
Lào Cai,1
Hưng Yên,4
Bà Rịa-Vũng Tàu,0
Phú Yên,0
Cao Bằng,1
Hải Phòng,1
Tuyên Quang,0
Đắk Lắk,6
Hải Dương,4
Kon Tum,1
Bạc Liêu,0
Đà Nẵng,2
Hòa Bình,2
Hà Giang,2
Thái Bình,2
Lạng Sơn,1
Sơn La,0
Cần Thơ,8
Vĩnh Long,0
Ninh Bình,2
Quảng Bình,1
Hậu Giang,1
Hà Nội,7
Bắc Ninh,3
Bình Phước,2
Hà Nam,3
Tây Ninh,1
Bình Dương,6
Nam Định,1
Yên Bái,0
An Giang,0
